Type,Title,Price,Location,Land Area,Bedroom,Bathroom,Car Space,Floor Level,Floor Area,Facing,Agency,Status,Status1,Status2,Status3
Villa,Queen Villa Rent & Sale $5000/$1200000 Negotiable ChipMong 60m 425m2 6Rooms,"$1,200,000","Cheung Aek, Dangkao, Phnom Penh",NaN,7,6,4,2,425m²,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Villa,Villa Queen Sale $950000 negotiable Chip Mong 60m 4Bedrooms 322m2,"$950,000"," Cheung Aek, Dangkao, Phnom Penh",NaN,5,4,4,2,322m²,S,CENTURY 21 REGENT REALTY,For sale or rent
Condo,Condo Sale $30000000 negotiable BueongReang 157Units 1077m2,"$30,000,000"," Boeng Reang, Daun Penh, Phnom Penh",NaN,NaN,NaN,40,17,1077m²,W,CENTURY 21 REGENT REALTY,For sale or rent
Villa,Villa Sale $4200000 negotiable BueongReang hart tittle 4Bedrooms 600m2,"$4,200,000","Boeng Reang, Daun Penh, Phnom Penh",NaN,5,4,7,2,600m²,NaN,CENTURY 21 REGENT REALTY,For sale or rent
Condo,"2 Bedroom Condo For Sale- Embassy Central, BKK1, Phnom Penh","$380,000"," BKK 1, Chamkarmon, Phnom Penh",103m²,2,2,NaN,14,103m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Tonle Bassac, Phnom Penh","$255,000"," Tonle Bassac, Chamkarmon, Phnom Penh",71m²,2,1,NaN,NaN,71m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - Embassy Residences, Phnom Penh","$198,000"," Tonle Bassac, Chamkarmon, Phnom Penh",75m²,1,1,NaN,10,75m²,NaN,IPS Cambodia,For sale
Shophouse,"4 Bedroom Shophouse For Sale - Toul Svay Prey 2, Phnom Penh","$370,000"," Toul Svay Prey 2, Chamkarmon, Phnom Penh",109m²,4,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"960 Sqm Commercial Land For Sale - Svay Dangkum, Siem Reap","$850,000"," Svay Dankum, Siem Reap, Siem Reap",960m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"400 Sqm Commercial Land For Sale - Svay Dangkum, Siem Reap","$850,000"," Svay Dankum, Siem Reap, Siem Reap",400m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"464 Sqm Land For Sale - Toul Kork, Phnom Penh","$1,200,000"," Boeung Kak 1, Toul Kork, Phnom Penh",464m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,"Luxury Condo For Sale in Le Conde - BKK1, Phnom Penh","$111,132"," BKK 1, Chamkarmon, Phnom Penh",3034m²,1,1,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Apartment,DABEST PROPERTIES: Whole Building Apartment for Sale in Siem Reap-Svay Dangkum,"$700,000","Svay Dankum, Siem Reap, Siem Reap",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Condo,"2 Bedroom Condo Unit For Sale - Tonle Bassac, Phnom Penh","$200,600"," Tonle Bassac, Chamkarmon, Phnom Penh",48m²,2,1,NaN,14,48m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condominium For Sale - Tonle Bassac, Phnom Penh","$310,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,2,2,NaN,15,76m²,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Embassy Central, BKK1, Phnom Penh","$380,000"," BKK 1, Chamkarmon, Phnom Penh",103m²,2,2,NaN,12,103m²,NaN,IPS Cambodia,For sale
Condo,The Luxury Condominium for Invest in Olympic Stadium,"$7,000,000"," Olympic, Chamkarmon, Phnom Penh",4632m²,2,2,1,NaN,1000m²,N,T'S HOME Real Estate,For sale
Condo,The best condominium in Phnom Penh,"$89,990"," Boeung Kak 1, Toul Kork, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The best condominium in Phnom Penh,"$500,000"," BKK 3, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The Best Sky Villa In Business Area Olympic Stadium Phnom Penh,"$100,000",Sky Villa,NaN,2,3,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,"The Luxury Condominium in Boeung Trabek, Phnom Penh","$70,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The Best condominium In Business Area Beong Trobek Phnom Penh,"$63,000",Royal Skyland,NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,Rental Return: 8.0% a year for 2 years,For sale
Apartment,"Condo for Sale in Boeung Trabek (Phnom Penh, Cambodia)","$90,000",Royal Skyland,NaN,NaN,NaN,NaN,NaN,NaN,NaN,T'S HOME Real Estate,Rental Return: 8.0% a year for 2 years,For sale
Condo,Best Condominium for Invest in BKK1 ,"$80,000"," BKK 1, Chamkarmon, Phnom Penh",3029m²,1,1,1,NaN,1000m²,NaN,T'S HOME Real Estate,For sale
Condo,"Good Investment Condominium In BKK1, Phnom Penh","$80,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,Best Condominium For Invest in Tunle Bassac Phnom Penh,"$89,999"," Tonle Bassac, Chamkarmon, Phnom Penh",7129m²,1,1,1,43,2083m²,NaN,T'S HOME Real Estate,For sale
Condo,The best office space in Phnom Penh,"$89,990"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,3,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,Lovey 1Bedroom In The Best Area Tonle Bassac Phnom Penh.,"$2,000/m²"," Tonle Bassac, Chamkarmon, Phnom Penh",42m²,1,1,1,8,42m²,NaN,T'S HOME Real Estate
Condo,Closely With Studio Room On Good Views City Phnom Penh,"$88,888"," Tonle Bassac, Chamkarmon, Phnom Penh",42m²,1,1,1,8,42m²,NaN,T'S HOME Real Estate,For sale
Condo,"The best condominium in BKK1, Phnom Penh","$80,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The best condominium in BKK1,"$70,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The Best Condominium in BKK1,"$70,000"," BKK 1, Chamkarmon, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,Are you looking for Condominium in BKK1 area?,"$120,000",M Residence,NaN,1,1,1,42,NaN,NaN,T'S HOME Real Estate,Rental Return: 8.0% a year for 10 years,For sale
Condo,The best condominium next to the riverside Chroy changva,"$70,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,The Best condominium in New Town at Chroy Changva. ,"$70,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",NaN,1,1,1,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Apartment,"2 Bedroom For Sale, Olympia City- Phnom Penh","$145,000"," Veal Vong, 7 Makara, Phnom Penh",NaN,2,1,NaN,17,70m²,NaN,IPS Cambodia,For sale
Apartment,"3 Bedroom For Sale- Odom - Tonle Bassac, Phnom Penh","$690,000"," Tonle Bassac, Chamkarmon, Phnom Penh",196m²,3,3,NaN,6,196m²,NaN,IPS Cambodia,For sale
Land,"450 Sqm Residential Land For Sale - Old Market Pub Street, Siem Reap","$900,000"," Sala Kamraeuk, Siem Reap, Siem Reap",450m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"2 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$235,000"," Svay Dankum, Siem Reap, Siem Reap",322m²,2,2,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"359 Sqm Residential Land For Sale - Sangkat Siem Reap, Siem Reap","$55,000"," Siem Reap, Siem Reap, Siem Reap",359m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"2 Bedroom Villa For Sale - Preaek Thmei, Phnom Penh","$350,000"," Preaek Thmei, Chbar Ampov, Phnom Penh",NaN,2,2,NaN,1,NaN,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Embassy Central, BKK1, Phnom Penh","$360,000"," BKK 1, Chamkarmon, Phnom Penh",103m²,2,2,NaN,11,103m²,NaN,IPS Cambodia,For sale
Condo,"3 Bedroom Condo For Sale - Mekong View 6, Phnom Penh","$160,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",86m²,3,2,NaN,17,86m²,NaN,IPS Cambodia,For sale
Land,"3392 Sqm Land For Sale - Sambour, Siem Reap","$474,880"," Sangkat Sambuor, Siem Reap, Siem Reap",3392m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,Modern-Style Villa for Sale in Phnom Penh ,"$2,300,000","Toul Svay Prey 2, Chamkarmon, Phnom Penh",435m²,6,7,3,NaN,NaN,S,"TownCity Real Estate Co.,Ltd",For sale
Condo,"1 Bedroom Condo For Sale - Chamkarmorn, Phnom Penh","$210,000"," Tonle Bassac, Chamkarmon, Phnom Penh",62m²,1,1,NaN,32,62m²,NaN,IPS Cambodia,For sale
House,"3 Bedroom House For Sale - Sala Kamreuk, Siem Reap ( 13200 )","$222,800"," Sala Kamraeuk, Siem Reap, Siem Reap",557m²,3,2,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Condo,"2 Bedroom Condo For Sale - Chroy changvar, Phnom Penh ( 10584 )","$228,000"," Chrang Chamres 2, Russey Keo, Phnom Penh",85m²,2,2,NaN,11,85m²,NaN,IPS Cambodia,For sale
Apartment,"Studio Condo For Sale - Chroy Changvar, Phnom Penh ( 13505 )","$42,000"," Chroy Changvar, Chroy Changvar, Phnom Penh",26m²,1,1,NaN,9,26m²,NaN,IPS Cambodia,For sale
Apartment,"1 Bedroom Apartment For Sale - BKK1, Phnom Penh ( 12462 )","$235,400"," BKK 1, Chamkarmon, Phnom Penh",53m²,1,1,NaN,26,53m²,NaN,IPS Cambodia,For sale
Land,Invest on the hillside at 1km from the coast in Kep for only 88 000 $,"$88,000"," Kep, Kep, Kep",1000m²,NaN,NaN,NaN,NaN,NaN,NaN,"Atera Property CO., LTD.",For sale
Flat,DABEST PROPERTIES: Flat House for Sale in Siem Reap-Sangkat Sambour ,"$42,000","Sangkat Sambuor, Siem Reap, Siem Reap",84m²,2,3,1,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
Shophouse,Shop House For Sale,"$120,000"," Chaom Chau 2, Por Sen Chey, Phnom Penh",76m²,4,5,NaN,NaN,50m²,NaN,Borey For Sale,For sale
House,LinkHuse For Sale in Borey PRN,"$65,000"," Ta Khmao, Ta Khmau, Kandal",63m²,2,3,1,NaN,50m²,NaN,Borey For Sale,For sale
House,LinkHuse For Sale in Borey The Mekong Royal,"$195,700"," Russey Keo, Russey Keo, Phnom Penh",150m²,4,3,1,NaN,60m²,NaN,Borey For Sale,For sale
Villa,Villa For Sale in Borey The Mekong Royal,"$1,200,000"," Russey Keo, Russey Keo, Phnom Penh",156m²,6,9,2,NaN,600m²,NaN,Borey For Sale,For sale
Villa,Villa For Sale in Borey The Mekong Royal,"$1,600,000"," Russey Keo, Russey Keo, Phnom Penh",156m²,6,9,NaN,NaN,600m²,NaN,Borey For Sale,For sale
Villa,Villa For Sale in Borey Villa Town,"$1,800,000"," Chak Angrae Leu, Meanchey, Phnom Penh",575m²,5,7,1,NaN,132m²,NaN,NaN,For sale
Twin Villa,4 Bedroom Twin Villa in Borey Boeng Wood,"$165,000"," Phnom Penh Thmey, Sen Sok, Phnom Penh",86m²,4,5,2,NaN,49m²,NaN,NaN,For sale
Twin Villa,4 Bedroom Twin Villa in Borey Sopheakmakul for Sale,"$130,000"," Nirouth, Chbar Ampov, Phnom Penh",63m²,4,5,1,NaN,72m²,NaN,NaN,For sale
Twin Villa,Twin Villa for sale at Borey Phnom Penh Tmey,"$258,000"," Stueng Mean chey 3, Meanchey, Phnom Penh",172m²,4,6,1,NaN,73m²,NaN,NaN,For sale
Twin Villa,Twin Villa For Sale ,"$295,000"," Bak Kaeng, Chroy Changvar, Phnom Penh",210m²,4,5,2,NaN,88m²,NaN,Borey For Sale,For sale
Condo,"1 Bedroom Condo For Sale - BKK3, Phnom Penh","$97,000"," BKK 3, Chamkarmon, Phnom Penh",40m²,1,1,NaN,13,40m²,NaN,IPS Cambodia,For sale
Villa,DAKA KUN REALTY: Modern Villa for Sale in Siem Reap city-Sala Kamreuk,"$1,900,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,11,11,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Flat House,"3 Bedroom Flat House For Sale - Svay Dangkum, Siem Reap","$100,000"," Svay Dankum, Siem Reap, Siem Reap",72m²,3,3,NaN,2,120m²,NaN,IPS Cambodia,For sale
Land,"3150 Sqm Land For Sale - Kandaek, Bakong District, Siem Reap","$787,500"," Kandaek, Prasat Bakong, Siem Reap",3150m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
House,"650 Sqm Land With House For Sale - Sala Kamreuk, Siem Reap","$920,000"," Sala Kamraeuk, Siem Reap, Siem Reap",650m²,4,5,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Shophouse,"5 Storey Shophouse For Sale - Sisowath Quay, Daun Penh, Phnom Penh","$2,000,000"," Chey Chumneah, Daun Penh, Phnom Penh",119m²,NaN,NaN,NaN,5,500m²,NaN,IPS Cambodia,For sale
House,"4 Bedroom Wooden House For Sale - Prek Eng, Phnom Penh","$1,200,000"," Preaek Aeng, Chbar Ampov, Phnom Penh",1400m²,3,4,NaN,NaN,300m²,NaN,IPS Cambodia,For sale
House,"4 Bedroom House For Sale - Svay Dangkum, Siem Reap","$320,000"," Svay Dankum, Siem Reap, Siem Reap",957m²,4,4,1,2,132m²,NaN,IPS Cambodia,For sale
Land,"264 Sqm Commercial Land For Sale - Sala Kamreuk, Siem Reap","$1,000,000"," Sala Kamraeuk, Siem Reap, Siem Reap",264m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$180,000"," Svay Dankum, Siem Reap, Siem Reap",216m²,4,5,NaN,NaN,150m²,NaN,IPS Cambodia,For sale
Shophouse,"4 Bedroom Flat For Sale - Svay Dangkum, Siem Reap","$130,000"," Svay Dankum, Siem Reap, Siem Reap",149m²,4,5,NaN,1,NaN,NaN,IPS Cambodia,For sale
Condo,Condo Sale Very urgent in BKK2 Area,"$54,000"," BKK 2, Chamkarmon, Phnom Penh",NaN,1,1,1,13,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sala Kamreuk,"$199,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,2,3,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Condo,"2 Bedroom Condo For Sale - Embassy Residence, Phnom Penh","$240,000"," Tonle Bassac, Chamkarmon, Phnom Penh",NaN,2,2,NaN,7,108m²,NaN,IPS Cambodia,For sale
Apartment,"2 Bedroom Apartment For Sale - Daun Penh, Phnom Penh","$90,000"," Srah Chak, Daun Penh, Phnom Penh",NaN,2,3,NaN,4,120m²,NaN,IPS Cambodia,For sale
Shophouse,"5 Bedroom Twin Villa For Sale - Svay Dangkum, Siem Reap","$130,000"," Svay Dankum, Siem Reap, Siem Reap",100m²,5,5,NaN,2,NaN,NaN,IPS Cambodia,For sale
Villa,Luxury Estate for Sale in Siem Reap,"$1,000,000"," Siem Reap, Siem Reap, Siem Reap",2500m²,3,4,NaN,2,NaN,NaN,IPS Cambodia,For sale
Land,"6200 Sqm Land For Sale - Ampil, Siem Reap","$930,000"," Siem Reap, Siem Reap, Siem Reap",6200m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"4045 Sqm Land For Sale - Phnom Penh Thmey, Phnom Penh","$2,629,250"," Phnom Penh Thmey, Sen Sok, Phnom Penh",4045m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"20,230 Sqm Land For Sale - Prek Ho, Kandal","$6,070,000"," Ta Khmao, Ta Khmau, Kandal",20230m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"1.1 Hectares Land For Sale - Svay Dangkum, Siem Reap",$125/m²," Svay Dankum, Siem Reap, Siem Reap",11119m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Flat,"3 Bedroom Flat For Sale - Svay Dangkum, Siem Reap","$80,000"," Svay Dankum, Siem Reap, Siem Reap",58m²,3,4,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"900 Sqm Residential Land For Sale - Krabie Riel, Siem Reap",$120/m²," Krabei Riel, Siem Reap, Siem Reap",900m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"3692 Sqm Residential Land For Sale - Kandaek, Siem Reap",$290/m²," Kandaek, Prasat Bakong, Siem Reap",3692m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"5792 Sqm Land For Sale - Kandaek, Prasat Bakong, Siem Reap","$202,720"," Kandaek, Prasat Bakong, Siem Reap",5792m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Land,"49345 Sqm Land For Sale - Kandaek, Prasat Bakong, Siem Reap",$100/m²," Kandaek, Prasat Bakong, Siem Reap",49345m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia
Land,"2547 Sqm Commercial Land For Sale - Svay Dangkum, Siem Reap","$1,095,210"," Svay Dankum, Siem Reap, Siem Reap",2547m²,NaN,NaN,NaN,NaN,NaN,NaN,IPS Cambodia,For sale
Villa,"5 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$340,000"," Svay Dankum, Siem Reap, Siem Reap",391m²,5,6,NaN,1,135m²,NaN,IPS Cambodia,For sale
Villa,"4 Bedroom Villa For Sale - Svay Dangkum, Siem Reap","$350,000"," Svay Dankum, Siem Reap, Siem Reap",462m²,4,5,NaN,1,126m²,NaN,IPS Cambodia,For sale
Flat,DAKA KUN REALTY: House for Sale in Siem Reap city-Kouk Chak,"$180,000","Kouk Chak, Siem Reap, Siem Reap",NaN,4,5,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sla Kram,"$250,000","Sla Kram, Siem Reap, Siem Reap",NaN,4,4,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
Flat,DAKA KUN REALTY: flat house for Sale in Siem Reap city-Sla Kram,"$180,000","Sla Kram, Siem Reap, Siem Reap",NaN,5,6,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DAKA KUN REALTY: House for Sale in Siem Reap city-Sala Kamreuk,"$160,000","Sala Kamraeuk, Siem Reap, Siem Reap",NaN,3,5,NaN,NaN,NaN,NaN,"Daka Kun Realty Co.,Ltd",For sale
House,DABEST PROPERTIES: House for Sale in Siem Reap-Wat Bo,"$155,000","Properties Dabest, Sala Kamraeuk, Siem Reap, Siem Reap",148m²,3,4,NaN,NaN,NaN,NaN,"DaBest Properties Cambodia Co., Ltd",For sale
House,DABEST PROPERTIES: House for Sale in Siem Reap- Svay Dangkum,"$185,000","DABEST PROPERTIES DABEST, Svay Dankum, Siem Reap, Siem Reap",410m²,3,4,1,NaN,96m²,E,"DaBest Properties Cambodia Co., Ltd",For sale
Land,TS-723 - land Spase for Sale in Dangkao area,"$1,242,000"," Dangkao, Dangkao, Phnom Penh",2700m²,NaN,NaN,NaN,NaN,NaN,NaN,T'S HOME Real Estate,For sale
Condo,Studio room for sale in Beoung Trobek Area,"$35,000"," Boeung Trabek, Chamkarmon, Phnom Penh",NaN,1,1,NaN,6,NaN,NaN,Century 21 Fuji Realty,For sale,Urgent Sale
